Image_Name,Spike_Label,MatrixD
S1p12T3R3.tif,10,"[[0.         0.16542464 0.32236808 0.07325367 0.44836001 0.04541227
  0.63294998 0.3817358  0.54738751 0.76341382]
 [0.16542464 0.         0.15909416 0.23643336 0.284732   0.20147598
  0.46873045 0.21686569 0.38290212 0.59869681]
 [0.32236808 0.15909416 0.         0.39460388 0.1260029  0.36029261
  0.31060913 0.06203189 0.22524249 0.44131459]
 [0.07325367 0.23643336 0.39460388 0.         0.52059033 0.03735806
  0.70497191 0.45328134 0.61923798 0.83511475]
 [0.44836001 0.284732   0.1260029  0.52059033 0.         0.48613984
  0.18472953 0.07048834 0.10001015 0.31573456]
 [0.04541227 0.20147598 0.36029261 0.03735806 0.48613984 0.
  0.67019798 0.41824656 0.58434055 0.8000071 ]
 [0.63294998 0.46873045 0.31060913 0.70497191 0.18472953 0.67019798
  0.         0.25206771 0.08600203 0.13135254]
 [0.3817358  0.21686569 0.06203189 0.45328134 0.07048834 0.41824656
  0.25206771 0.         0.16612502 0.38183413]
 [0.54738751 0.38290212 0.22524249 0.61923798 0.10001015 0.58434055
  0.08600203 0.16612502 0.         0.21607631]
 [0.76341382 0.59869681 0.44131459 0.83511475 0.31573456 0.8000071
  0.13135254 0.38183413 0.21607631 0.        ]]"
S1p12T3R3.tif,11,"[[0.         0.02992994 0.11335085 0.22110529 0.26697521 0.34681465
  0.30297773 0.41939007 0.62284726 0.5260602  0.44822915 0.84713331
  0.38887713 0.76223832 0.69842812 0.48520106 0.56746356]
 [0.02992994 0.         0.08458635 0.19433274 0.24161972 0.32203893
  0.27725768 0.39514372 0.59990168 0.50250426 0.42402982 0.82512791
  0.36375139 0.73995264 0.67556128 0.46080676 0.54370567]
 [0.11335085 0.08458635 0.         0.11192159 0.16157778 0.24238753
  0.19608651 0.31607498 0.52257467 0.42430516 0.34490775 0.74913801
  0.28316283 0.66357465 0.59819708 0.3811659  0.46498574]
 [0.22110529 0.19433274 0.11192159 0.         0.0516119  0.13144094
  0.08437098 0.20514722 0.41221122 0.3135998  0.23384132 0.63929549
  0.17147628 0.55359115 0.48768178 0.26973132 0.35388752]
 [0.26697521 0.24161972 0.16157778 0.0516119  0.         0.08082389
  0.03639125 0.1544983  0.36121805 0.26279054 0.1833313  0.58811544
  0.12213795 0.50245238 0.43678293 0.21968463 0.30340811]
 [0.34681465 0.32203893 0.24238753 0.13144094 0.08082389 0.
  0.04795482 0.07374179 0.28077747 0.18216584 0.10252914 0.50792659
  0.0425662  0.4222023  0.35624213 0.13889345 0.22261759]
 [0.30297773 0.27725768 0.19608651 0.08437098 0.03639125 0.04795482
  0.         0.1211591  0.32832561 0.22959082 0.14969062 0.55558426
  0.0871124  0.46983997 0.4036647  0.18538117 0.26963704]
 [0.41939007 0.39514372 0.31607498 0.20514722 0.1544983  0.07374179
  0.1211591  0.         0.20716789 0.10846354 0.02889085 0.43443319
  0.03704751 0.34868558 0.28255285 0.06585522 0.14891184]
 [0.62284726 0.59990168 0.52257467 0.41221122 0.36121805 0.28077747
  0.32832561 0.20716789 0.         0.09878927 0.17875814 0.22733715
  0.2423458  0.14158527 0.07567494 0.14479183 0.06126166]
 [0.5260602  0.50250426 0.42430516 0.3135998  0.26279054 0.18216584
  0.22959082 0.10846354 0.09878927 0.         0.07996968 0.326125
  0.14359641 0.24037157 0.17408931 0.04730022 0.04172578]
 [0.44822915 0.42402982 0.34490775 0.23384132 0.1833313  0.10252914
  0.14969062 0.02889085 0.17875814 0.07996968 0.         0.40609113
  0.06379316 0.32033693 0.25398685 0.03722745 0.12008906]
 [0.84713331 0.82512791 0.74913801 0.63929549 0.58811544 0.50792659
  0.55558426 0.43443319 0.22733715 0.326125   0.40609113 0.
  0.46966894 0.08575442 0.15274805 0.37180484 0.28734069]
 [0.38887713 0.36375139 0.28316283 0.17147628 0.12213795 0.0425662
  0.0871124  0.03704751 0.2423458  0.14359641 0.06379316 0.46966894
  0.         0.38392486 0.31733596 0.09843501 0.18292998]
 [0.76223832 0.73995264 0.66357465 0.55359115 0.50245238 0.4222023
  0.46983997 0.34868558 0.14158527 0.24037157 0.32033693 0.08575442
  0.38392486 0.         0.06753564 0.2861368  0.20176701]
 [0.69842812 0.67556128 0.59819708 0.48768178 0.43678293 0.35624213
  0.4036647  0.28255285 0.07567494 0.17408931 0.25398685 0.15274805
  0.31733596 0.06753564 0.         0.21921781 0.13465934]
 [0.48520106 0.46080676 0.3811659  0.26973132 0.21968463 0.13889345
  0.18538117 0.06585522 0.14479183 0.04730022 0.03722745 0.37180484
  0.09843501 0.2861368  0.21921781 0.         0.08460679]
 [0.56746356 0.54370567 0.46498574 0.35388752 0.30340811 0.22261759
  0.26963704 0.14891184 0.06126166 0.04172578 0.12008906 0.28734069
  0.18292998 0.20176701 0.13465934 0.08460679 0.        ]]"
S1p12T3R3.tif,12,"[[0.         0.11579639 0.07008159 0.24840648 0.18479057 0.40699432
  0.32429977 0.48758714 0.58722665 0.76959661 0.66817617 0.87434277]
 [0.11579639 0.         0.04964276 0.13264472 0.07032043 0.29120136
  0.20863235 0.37181059 0.47144952 0.65391164 0.55239276 0.75864813]
 [0.07008159 0.04964276 0.         0.18094641 0.11554914 0.33897972
  0.25561741 0.41911913 0.51926535 0.70201726 0.60013271 0.80670781]
 [0.24840648 0.13264472 0.18094641 0.         0.06789865 0.15862893
  0.07752339 0.23947375 0.33882068 0.52128351 0.41977327 0.62601411]
 [0.18479057 0.07032043 0.11554914 0.06789865 0.         0.22387066
  0.14015967 0.30367227 0.40404186 0.58696245 0.4848326  0.69158781]
 [0.40699432 0.29120136 0.33897972 0.15862893 0.22387066 0.
  0.08425073 0.0812236  0.18029633 0.36309888 0.26120808 0.46775125]
 [0.32429977 0.20863235 0.25561741 0.07752339 0.14015967 0.08425073
  0.         0.16351499 0.26398814 0.44701039 0.34470982 0.55156459]
 [0.48758714 0.37181059 0.41911913 0.23947375 0.30367227 0.0812236
  0.16351499 0.         0.10114606 0.28413234 0.1813871  0.38843186]
 [0.58722665 0.47144952 0.51926535 0.33882068 0.40404186 0.18029633
  0.26398814 0.10114606 0.         0.18308793 0.08096752 0.28757689]
 [0.76959661 0.65391164 0.70201726 0.52128351 0.58696245 0.36309888
  0.44701039 0.28413234 0.18308793 0.         0.1032281  0.10475233]
 [0.66817617 0.55239276 0.60013271 0.41977327 0.4848326  0.26120808
  0.34470982 0.1813871  0.08096752 0.1032281  0.         0.20708125]
 [0.87434277 0.75864813 0.80670781 0.62601411 0.69158781 0.46775125
  0.55156459 0.38843186 0.28757689 0.10475233 0.20708125 0.        ]]"
S1p12T3R3.tif,13,"[[0.         0.07044272 0.14363707 0.22089848 0.27148611 0.32925734
  0.39126911 0.44337619 0.49795584 0.54890158 0.60361326 0.64362101
  0.68716513 0.74223014 0.79665307 0.83709373]
 [0.07044272 0.         0.07412931 0.15096104 0.20212417 0.25948132
  0.32199466 0.37385393 0.42882842 0.47965044 0.53470006 0.57445975
  0.61824558 0.67302764 0.72731499 0.76790418]
 [0.14363707 0.07412931 0.         0.07732623 0.1280288  0.18562397
  0.24789891 0.29984616 0.35471511 0.40556181 0.46057212 0.5003577
  0.54411886 0.59893629 0.65325839 0.69381258]
 [0.22089848 0.15096104 0.07732623 0.         0.05217244 0.10853876
  0.17148105 0.22301666 0.27833889 0.3289881  0.38436035 0.42383405
  0.46784134 0.52233333 0.57651077 0.61719941]
 [0.27148611 0.20212417 0.1280288  0.05217244 0.         0.05841616
  0.11987195 0.17189245 0.22670939 0.27753338 0.33263112 0.37233582
  0.41616099 0.47090886 0.52523563 0.56578534]
 [0.32925734 0.25948132 0.18562397 0.10853876 0.05841616 0.
  0.06391375 0.11456222 0.17028605 0.22066645 0.27634053 0.31550349
  0.35969546 0.41392299 0.46802077 0.50877033]
 [0.39126911 0.32199466 0.24789891 0.17148105 0.11987195 0.06391375
  0.         0.05257295 0.10687013 0.15766386 0.21287966 0.25246553
  0.29636654 0.35103741 0.40539041 0.44591377]
 [0.44337619 0.37385393 0.29984616 0.22301666 0.17189245 0.11456222
  0.05257295 0.         0.05648308 0.10616321 0.16213501 0.20096667
  0.24528205 0.29936078 0.35349438 0.39421034]
 [0.49795584 0.42882842 0.35471511 0.27833889 0.22670939 0.17028605
  0.10687013 0.05648308 0.         0.05109205 0.10606162 0.14566609
  0.18950258 0.24427456 0.29876473 0.33913909]
 [0.54890158 0.47965044 0.40556181 0.3289881  0.27753338 0.22066645
  0.15766386 0.10616321 0.05109205 0.         0.05646613 0.09484794
  0.13914124 0.19337727 0.24775789 0.28825376]
 [0.60361326 0.53470006 0.46057212 0.38436035 0.33263112 0.27634053
  0.21287966 0.16213501 0.10606162 0.05646613 0.         0.04122592
  0.08355512 0.13910886 0.19394271 0.23373936]
 [0.64362101 0.57445975 0.5003577  0.42383405 0.37233582 0.31550349
  0.25246553 0.20096667 0.14566609 0.09484794 0.04122592 0.
  0.04500514 0.0986146  0.15323451 0.19347305]
 [0.68716513 0.61824558 0.54411886 0.46784134 0.41616099 0.35969546
  0.29636654 0.24528205 0.18950258 0.13914124 0.08355512 0.04500514
  0.         0.05664574 0.1114443  0.15045726]
 [0.74223014 0.67302764 0.59893629 0.52233333 0.47090886 0.41392299
  0.35103741 0.29936078 0.24427456 0.19337727 0.13910886 0.0986146
  0.05664574 0.         0.05491026 0.09487658]
 [0.79665307 0.72731499 0.65325839 0.57651077 0.52523563 0.46802077
  0.40539041 0.35349438 0.29876473 0.24775789 0.19394271 0.15323451
  0.1114443  0.05491026 0.         0.04151382]
 [0.83709373 0.76790418 0.69381258 0.61719941 0.56578534 0.50877033
  0.44591377 0.39421034 0.33913909 0.28825376 0.23373936 0.19347305
  0.15045726 0.09487658 0.04151382 0.        ]]"
S1p12T3R3.tif,14,"[[0.         0.07906142 0.15979273 0.23612326 0.3025515  0.38583782
  0.44828483 0.51824074 0.57611839 0.63174603 0.72670967 0.80686846]
 [0.07906142 0.         0.08081254 0.15715192 0.2236659  0.30688534
  0.36937883 0.43929467 0.49721525 0.55277774 0.64769805 0.72786491]
 [0.15979273 0.08081254 0.         0.07634166 0.14286546 0.22607411
  0.28856776 0.35848341 0.41640363 0.47197186 0.5669171  0.64707741]
 [0.23612326 0.15715192 0.07634166 0.         0.06660995 0.14973344
  0.21224218 0.28214275 0.34007392 0.39563065 0.49059157 0.57074632]
 [0.3025515  0.2236659  0.14286546 0.06660995 0.         0.08336379
  0.14573341 0.21571025 0.27356756 0.32923587 0.42430528 0.50442362]
 [0.38583782 0.30688534 0.22607411 0.14973344 0.08336379 0.
  0.06258812 0.13240934 0.19036423 0.24590921 0.3409447  0.42107123]
 [0.44828483 0.36937883 0.28856776 0.21224218 0.14573341 0.06258812
  0.         0.0700416  0.12783709 0.18356353 0.27874524 0.35879712]
 [0.51824074 0.43929467 0.35848341 0.28214275 0.21571025 0.13240934
  0.0700416  0.         0.05808871 0.11353233 0.20870655 0.2887576 ]
 [0.57611839 0.49721525 0.41640363 0.34007392 0.27356756 0.19036423
  0.12783709 0.05808871 0.         0.05621066 0.1514769  0.23125699]
 [0.63174603 0.55277774 0.47197186 0.39563065 0.32923587 0.24590921
  0.18356353 0.11353233 0.05621066 0.         0.09530496 0.17524189]
 [0.72670967 0.64769805 0.5669171  0.49059157 0.42430528 0.3409447
  0.27874524 0.20870655 0.1514769  0.09530496 0.         0.08018812]
 [0.80686846 0.72786491 0.64707741 0.57074632 0.50442362 0.42107123
  0.35879712 0.2887576  0.23125699 0.17524189 0.08018812 0.        ]]"
S1p12T3R3.tif,15,"[[0.         0.08658532 0.05050513 0.18269823 0.0450164  0.25961392
  0.73239011 0.36896278 0.61285351 0.53407393 0.31470731 0.44145753]
 [0.08658532 0.         0.13539187 0.09617772 0.04945563 0.17303735
  0.64639379 0.28237748 0.52644521 0.44753632 0.22837245 0.35493103]
 [0.05050513 0.13539187 0.         0.23072509 0.08874309 0.30802942
  0.78178466 0.41710153 0.66169695 0.58256366 0.36190344 0.48905156]
 [0.18269823 0.09617772 0.23072509 0.         0.14241988 0.07739954
  0.55199053 0.18640087 0.4311463  0.35184977 0.13230232 0.25876317]
 [0.0450164  0.04945563 0.08874309 0.14241988 0.         0.2198175
  0.69421729 0.32862101 0.57356618 0.49420431 0.27318036 0.40036846]
 [0.25961392 0.17303735 0.30802942 0.07739954 0.2198175  0.
  0.474702   0.10941431 0.3537507  0.2745491  0.05926123 0.18247095]
 [0.73239011 0.64639379 0.78178466 0.55199053 0.69421729 0.474702
  0.         0.3679121  0.12420216 0.20440833 0.42597101 0.30201131]
 [0.36896278 0.28237748 0.41710153 0.18640087 0.32862101 0.10941431
  0.3679121  0.         0.24554717 0.16568384 0.05849471 0.07366694]
 [0.61285351 0.52644521 0.66169695 0.4311463  0.57356618 0.3537507
  0.12420216 0.24554717 0.         0.08049341 0.30307696 0.17799123]
 [0.53407393 0.44753632 0.58256366 0.35184977 0.49420431 0.2745491
  0.20440833 0.16568384 0.08049341 0.         0.22280739 0.09760335]
 [0.31470731 0.22837245 0.36190344 0.13230232 0.27318036 0.05926123
  0.42597101 0.05849471 0.30307696 0.22280739 0.         0.12730095]
 [0.44145753 0.35493103 0.48905156 0.25876317 0.40036846 0.18247095
  0.30201131 0.07366694 0.17799123 0.09760335 0.12730095 0.        ]]"
S1p12T3R3.tif,16,"[[0.         0.89772933 0.07256055 0.80474859 0.69891151 0.77718625
  0.15624384 0.63622852 0.55121376 0.21567203 0.30941519 0.42432424
  0.48558236 0.25436447 0.36685308]
 [0.89772933 0.         0.83711987 0.09675704 0.20326281 0.125519
  0.75749036 0.26956968 0.35467881 0.69625435 0.60133663 0.48515397
  0.42466485 0.66113373 0.54708448]
 [0.07256055 0.83711987 0.         0.74297044 0.63642138 0.71503331
  0.08505377 0.57258501 0.48696933 0.14621857 0.2417009  0.35819003
  0.41984473 0.18468012 0.29909512]
 [0.80474859 0.09675704 0.74297044 0.         0.10710199 0.02876346
  0.66255147 0.17307775 0.2585503  0.60107002 0.5057721  0.38918881
  0.32838505 0.56554336 0.4510497 ]
 [0.69891151 0.20326281 0.63642138 0.10710199 0.         0.07873095
  0.55563973 0.06649215 0.15148321 0.494079   0.39869284 0.28209447
  0.22141117 0.45845619 0.3439717 ]
 [0.77718625 0.125519   0.71503331 0.02876346 0.07873095 0.
  0.63436437 0.14442683 0.23002738 0.57280989 0.47739734 0.36069298
  0.29978352 0.53715035 0.4225186 ]
 [0.15624384 0.75749036 0.08505377 0.66255147 0.55563973 0.63436437
  0.         0.49102791 0.40516384 0.0620529  0.15818079 0.27533276
  0.33707378 0.09999151 0.21523915]
 [0.63622852 0.26956968 0.57258501 0.17307775 0.06649215 0.14442683
  0.49102791 0.         0.08591605 0.42925444 0.33351493 0.21650936
  0.15538491 0.39317987 0.27822271]
 [0.55121376 0.35467881 0.48696933 0.2585503  0.15148321 0.23002738
  0.40516384 0.08591605 0.         0.34335734 0.24759995 0.1306723
  0.07009271 0.30727665 0.19249974]
 [0.21567203 0.69625435 0.14621857 0.60107002 0.494079   0.57280989
  0.0620529  0.42925444 0.34335734 0.         0.09613657 0.21333684
  0.27507301 0.03869278 0.15321192]
 [0.30941519 0.60133663 0.2417009  0.5057721  0.39869284 0.47739734
  0.15818079 0.33351493 0.24759995 0.09613657 0.         0.11726519
  0.17897876 0.0597975  0.05747197]
 [0.42432424 0.48515397 0.35819003 0.38918881 0.28209447 0.36069298
  0.27533276 0.21650936 0.1306723  0.21333684 0.11726519 0.
  0.06174138 0.17674884 0.06195883]
 [0.48558236 0.42466485 0.41984473 0.32838505 0.22141117 0.29978352
  0.33707378 0.15538491 0.07009271 0.27507301 0.17897876 0.06174138
  0.         0.23834534 0.12294791]
 [0.25436447 0.66113373 0.18468012 0.56554336 0.45845619 0.53715035
  0.09999151 0.39317987 0.30727665 0.03869278 0.0597975  0.17674884
  0.23834534 0.         0.11573423]
 [0.36685308 0.54708448 0.29909512 0.4510497  0.3439717  0.4225186
  0.21523915 0.27822271 0.19249974 0.15321192 0.05747197 0.06195883
  0.12294791 0.11573423 0.        ]]"
S1p12T3R3.tif,17,"[[0.         0.10937657 0.27342399 0.39106499 0.16501177 0.55965686
  0.81545635 0.47645351 0.67365777]
 [0.10937657 0.         0.16413764 0.28168929 0.05803969 0.45030102
  0.70617917 0.36715126 0.56428247]
 [0.27342399 0.16413764 0.         0.11799931 0.11014594 0.28687196
  0.54307174 0.20302977 0.40052984]
 [0.39106499 0.28168929 0.11799931 0.         0.22808928 0.16887319
  0.42508654 0.08630088 0.28262097]
 [0.16501177 0.05803969 0.11014594 0.22808928 0.         0.39694765
  0.65317468 0.31247947 0.51041833]
 [0.55965686 0.45030102 0.28687196 0.16887319 0.39694765 0.
  0.25623907 0.08708958 0.11428219]
 [0.81545635 0.70617917 0.54307174 0.42508654 0.65317468 0.25623907
  0.         0.34196196 0.14418634]
 [0.47645351 0.36715126 0.20302977 0.08630088 0.31247947 0.08708958
  0.34196196 0.         0.19830155]
 [0.67365777 0.56428247 0.40052984 0.28262097 0.51041833 0.11428219
  0.14418634 0.19830155 0.        ]]"
S1p12T3R3.tif,18,"[[0.         0.07242675 0.83709324 0.11793259 0.72338372 0.19736532
  0.62875644 0.15603762 0.28477283 0.49592089 0.38504181 0.56949526
  0.24168818 0.43875163 0.33107175]
 [0.07242675 0.         0.76934139 0.04674103 0.65487568 0.12603917
  0.55994886 0.08368708 0.21386049 0.426241   0.31470996 0.49998152
  0.16975707 0.36815263 0.2597394 ]
 [0.83709324 0.76934139 0.         0.72276897 0.11637639 0.64519239
  0.21107075 0.69025579 0.5584002  0.34606487 0.45785913 0.27316655
  0.60568131 0.40723039 0.51595386]
 [0.11793259 0.04674103 0.72276897 0.         0.60820468 0.07951401
  0.51325252 0.03969352 0.16722123 0.37950027 0.26799045 0.4532426
  0.12379105 0.32147602 0.2132742 ]
 [0.72338372 0.65487568 0.11637639 0.60820468 0.         0.53013296
  0.09515543 0.57505389 0.44296912 0.23011703 0.34213472 0.15689938
  0.49004134 0.29104569 0.40001801]
 [0.19736532 0.12603917 0.64519239 0.07951401 0.53013296 0.
  0.43504259 0.04528405 0.08787074 0.30076931 0.18891581 0.3745554
  0.04522294 0.24218453 0.13376028]
 [0.62875644 0.55994886 0.21107075 0.51325252 0.09515543 0.43504259
  0.         0.47992896 0.34782043 0.13502259 0.24698611 0.06243021
  0.39488929 0.19618705 0.30493416]
 [0.15603762 0.08368708 0.69025579 0.03969352 0.57505389 0.04528405
  0.47992896 0.         0.1322375  0.34542666 0.23338711 0.41920332
  0.08655918 0.28627759 0.17715711]
 [0.28477283 0.21386049 0.5584002  0.16722123 0.44296912 0.08787074
  0.34782043 0.1322375  0.         0.21319692 0.10115637 0.28696853
  0.04782151 0.15431415 0.04684205]
 [0.49592089 0.426241   0.34606487 0.37950027 0.23011703 0.30076931
  0.13502259 0.34542666 0.21319692 0.         0.11212223 0.07378682
  0.26000993 0.06169293 0.16991222]
 [0.38504181 0.31470996 0.45785913 0.26799045 0.34213472 0.18891581
  0.24698611 0.23338711 0.10115637 0.11212223 0.         0.18585376
  0.1479105  0.05392143 0.05854309]
 [0.56949526 0.49998152 0.27316655 0.4532426  0.15689938 0.3745554
  0.06243021 0.41920332 0.28696853 0.07378682 0.18585376 0.
  0.33367512 0.13416592 0.24334298]
 [0.24168818 0.16975707 0.60568131 0.12379105 0.49004134 0.04522294
  0.39488929 0.08655918 0.04782151 0.26000993 0.1479105  0.33367512
  0.         0.20016752 0.09077376]
 [0.43875163 0.36815263 0.40723039 0.32147602 0.29104569 0.24218453
  0.19618705 0.28627759 0.15431415 0.06169293 0.05392143 0.13416592
  0.20016752 0.         0.10948336]
 [0.33107175 0.2597394  0.51595386 0.2132742  0.40001801 0.13376028
  0.30493416 0.17715711 0.04684205 0.16991222 0.05854309 0.24334298
  0.09077376 0.10948336 0.        ]]"
S1p12T3R3.tif,19,[[0.]]
S1p12T3R3.tif,20,"[[0.         0.85280611 0.14297718 0.75523213 0.08047775 0.2025476
  0.6770465  0.37200913 0.45646635 0.29626276 0.55450511 0.24713567
  0.60570523 0.33334086 0.41646673 0.505301  ]
 [0.85280611 0.         0.71504695 0.09949772 0.77977603 0.65382926
  0.17755633 0.48386171 0.39942726 0.56023738 0.301519   0.6120815
  0.25159824 0.52539365 0.44282778 0.35372826]
 [0.14297718 0.71504695 0.         0.6166184  0.06497421 0.06122867
  0.53820355 0.23165926 0.31641011 0.15525025 0.41475557 0.10466657
  0.46579753 0.19160586 0.2750703  0.36446487]
 [0.75523213 0.09949772 0.6166184  0.         0.68145337 0.55539022
  0.07844405 0.38513405 0.30051838 0.46157614 0.20235912 0.51327265
  0.15215606 0.42641092 0.34360909 0.2543476 ]
 [0.08047775 0.77977603 0.06497421 0.68145337 0.         0.12611973
  0.60305485 0.29659658 0.38134552 0.2202112  0.47968295 0.16952461
  0.5307438  0.25655587 0.34003128 0.42943901]
 [0.2025476  0.65382926 0.06122867 0.55539022 0.12611973 0.
  0.47697683 0.17048012 0.25522713 0.09414079 0.35356322 0.04503816
  0.40462905 0.13086458 0.21419701 0.30343825]
 [0.6770465  0.17755633 0.53820355 0.07844405 0.60305485 0.47697683
  0.         0.30669243 0.22207696 0.38313724 0.12398037 0.43482932
  0.07435911 0.34798527 0.26527985 0.17622534]
 [0.37200913 0.48386171 0.23165926 0.38513405 0.29659658 0.17048012
  0.30669243 0.         0.08475086 0.07645562 0.18309822 0.12823181
  0.234149   0.04266081 0.04602393 0.13330374]
 [0.45646635 0.39942726 0.31641011 0.30051838 0.38134552 0.25522713
  0.22207696 0.08475086 0.         0.16118923 0.09835104 0.21275768
  0.14940912 0.12597243 0.04501266 0.04988554]
 [0.29626276 0.56023738 0.15525025 0.46157614 0.2202112  0.09414079
  0.38313724 0.07645562 0.16118923 0.         0.25954023 0.05216986
  0.31055341 0.03760067 0.12020454 0.20930287]
 [0.55450511 0.301519   0.41475557 0.20235912 0.47968295 0.35356322
  0.12398037 0.18309822 0.09835104 0.25954023 0.         0.31104412
  0.05121331 0.22408123 0.14130988 0.05291433]
 [0.24713567 0.6120815  0.10466657 0.51327265 0.16952461 0.04503816
  0.43482932 0.12823181 0.21275768 0.05216986 0.31104412 0.
  0.36190864 0.08716785 0.17064712 0.26020683]
 [0.60570523 0.25159824 0.46579753 0.15215606 0.5307438  0.40462905
  0.07435911 0.234149   0.14940912 0.31055341 0.05121331 0.36190864
  0.         0.27483454 0.19169474 0.10222998]
 [0.33334086 0.52539365 0.19160586 0.42641092 0.25655587 0.13086458
  0.34798527 0.04266081 0.12597243 0.03760067 0.22408123 0.08716785
  0.27483454 0.         0.08349088 0.17304182]
 [0.41646673 0.44282778 0.2750703  0.34360909 0.34003128 0.21419701
  0.26527985 0.04602393 0.04501266 0.12020454 0.14130988 0.17064712
  0.19169474 0.08349088 0.         0.08964012]
 [0.505301   0.35372826 0.36446487 0.2543476  0.42943901 0.30343825
  0.17622534 0.13330374 0.04988554 0.20930287 0.05291433 0.26020683
  0.10222998 0.17304182 0.08964012 0.        ]]"
S1p12T3R3.tif,21,[[0.]]
S1p12T3R3.tif,22,"[[0.         0.13053938 0.09158154 0.29941668 0.13734635 0.50071431
  0.05494933 0.05850805 0.21121385 0.40273239 0.642369  ]
 [0.13053938 0.         0.22194225 0.16892575 0.26727758 0.37021079
  0.1822436  0.07820549 0.0820727  0.27249563 0.5119708 ]
 [0.09158154 0.22194225 0.         0.3906339  0.04615415 0.59189614
  0.04338904 0.14677664 0.30184727 0.49360932 0.73334465]
 [0.29941668 0.16892575 0.3906339  0.         0.43562846 0.20129767
  0.35008995 0.24479673 0.08996213 0.10405007 0.34307663]
 [0.13734635 0.26727758 0.04615415 0.43562846 0.         0.6367674
  0.08579174 0.19106172 0.34644271 0.53821624 0.77795834]
 [0.50071431 0.37021079 0.59189614 0.20129767 0.6367674  0.
  0.5511186  0.44576935 0.29041227 0.09929528 0.14217199]
 [0.05494933 0.1822436  0.04338904 0.35008995 0.08579174 0.5511186
  0.         0.10535019 0.26073555 0.45247999 0.69221003]
 [0.05850805 0.07820549 0.14677664 0.24479673 0.19106172 0.44576935
  0.10535019 0.         0.15538976 0.34715463 0.58689717]
 [0.21121385 0.0820727  0.30184727 0.08996213 0.34644271 0.29041227
  0.26073555 0.15538976 0.         0.19178846 0.43153822]
 [0.40273239 0.27249563 0.49360932 0.10405007 0.53821624 0.09929528
  0.45247999 0.34715463 0.19178846 0.         0.23974977]
 [0.642369   0.5119708  0.73334465 0.34307663 0.77795834 0.14217199
  0.69221003 0.58689717 0.43153822 0.23974977 0.        ]]"
S1p12T3R3.tif,23,"[[0.         0.26696852 0.0594408  0.21283091 0.55903569 0.14669575
  0.43926536 0.76269775 0.36166988 0.17252091 0.22913645 0.65158184
  0.48058292]
 [0.26696852 0.         0.20756217 0.05446817 0.29207687 0.12037568
  0.17233209 0.49573175 0.09569154 0.09476664 0.04159469 0.38478472
  0.2140823 ]
 [0.0594408  0.20756217 0.         0.15351548 0.49961382 0.08725613
  0.37983809 0.70327962 0.30223623 0.11308185 0.1697595  0.59214124
  0.42114517]
 [0.21283091 0.05446817 0.15351548 0.         0.34637304 0.0667292
  0.22669175 0.54998788 0.15007617 0.04198828 0.02657257 0.43918905
  0.26854847]
 [0.55903569 0.29207687 0.49961382 0.34637304 0.         0.4123758
  0.1197869  0.20366946 0.19810516 0.38662739 0.33068705 0.09344093
  0.08033295]
 [0.14669575 0.12037568 0.08725613 0.0667292  0.4123758  0.
  0.29259428 0.61604455 0.21501889 0.025885   0.08284812 0.50488663
  0.33390892]
 [0.43926536 0.17233209 0.37983809 0.22669175 0.1197869  0.29259428
  0.         0.32345549 0.07877066 0.26684064 0.21098141 0.21251942
  0.04345775]
 [0.76269775 0.49573175 0.70327962 0.54998788 0.20366946 0.61604455
  0.32345549 0.         0.40159679 0.59029605 0.53428279 0.1124001
  0.28295518]
 [0.36166988 0.09569154 0.30223623 0.15007617 0.19810516 0.21501889
  0.07877066 0.40159679 0.         0.1891595  0.13274008 0.29002468
  0.11892914]
 [0.17252091 0.09476664 0.11308185 0.04198828 0.38662739 0.025885
  0.26684064 0.59029605 0.1891595  0.         0.05701074 0.47906975
  0.30806348]
 [0.22913645 0.04159469 0.1697595  0.02657257 0.33068705 0.08284812
  0.21098141 0.53428279 0.13274008 0.05701074 0.         0.42276253
  0.25164892]
 [0.65158184 0.38478472 0.59214124 0.43918905 0.09344093 0.50488663
  0.21251942 0.1124001  0.29002468 0.47906975 0.42276253 0.
  0.17112987]
 [0.48058292 0.2140823  0.42114517 0.26854847 0.08033295 0.33390892
  0.04345775 0.28295518 0.11892914 0.30806348 0.25164892 0.17112987
  0.        ]]"
